SurveyCaseid,date,weight,polltype,A003_rating,A003_ratinggp,v1,v3,WillVote,WillVotegp,OwnDistrictAny,KnowDistrict10,District10,District10gp,RealKnowDistrict10,District18,WongTaiSin,ShaTin,YuenLong,District10_2,sex,pob1,pob2,pob2_v2,pobgp,agegp_TP_7,agegp_TP_6,agegp_TP_5,agegp_TP,agegp2,agegp_2015,eduv2,edugp_TP,occv2,occgp,occv2_8881_others,v4_2019,inclin,v4_2019_8881_others,type,housingv2,housinggpv3,districtgp,marital,mid,midgp,civicactive
LC2016R1_000389,20211117,0.8297128,2,0,1,1,1,2,1,2,2,,,3,7,,,,4,1,1,,,1,3,2,2,3,2,2,4,3,1,1,,1,1,,1,3,3,3,1,3,1,1
LC2016R1_000390,20211117,0.5930062,1,70,4,1,2,8886,8886,1,2,,,3,5,1,,,3,2,2,18,2,2,5,4,4,5,3,2,2,2,5,5,,4,3,,2,1,1,2,2,4,2,2
LC2016R1_000391,20211117,1.0322214,1,50,3,1,1,1,1,1,1,8885,2,2,11,,,,10,1,2,50,4,2,7,6,5,6,3,3,1,1,6,6,,2,2,,2,1,1,4,2,5,3,2
LC2016R1_000392,20211117,1.0369429,1,1,2,1,1,1,1,2,2,,,3,17,,,,9,2,1,,,1,5,4,4,5,3,2,3,2,-99,-99,,-99,-99,,-99,-99,-99,5,-99,5,3,2
LC2016R1_000393,20211117,1.0908827,1,0,1,1,1,4,3,2,1,8885,2,2,16,,,1,8,1,1,,,1,5,4,4,5,3,2,3,2,5,5,,1,1,,1,3,3,5,2,3,1,1
LC2016R1_000394,20211117,0.7285267,1,0,1,1,1,8886,8886,2,1,4,1,1,,,,,4,2,1,,,1,6,5,5,6,3,3,5,3,5,5,,1,1,,1,3,3,3,2,4,2,2
LC2016R1_000395,20211117,0.8418811,1,0,1,1,1,8886,8886,2,2,,,3,14,,,,9,2,1,,,1,6,5,5,6,3,3,3,2,5,5,,1,1,,1,3,3,5,2,5,3,2
LC2016R1_000396,20211117,1.0322214,1,100,5,1,1,2,1,1,1,8885,2,2,11,,,,10,1,2,41,4,2,7,6,5,6,3,3,1,1,6,6,,3,1,,2,1,1,4,2,5,3,1
LC2016R1_000397,20211117,0.8418811,1,0,1,1,1,4,3,1,1,9,1,1,,,,,9,2,1,,,1,6,5,5,6,3,3,2,2,5,5,,8886,8886,,2,1,1,5,2,5,3,2
LC2016R1_000398,20211117,1.0239150,2,0,1,1,1,4,3,2,2,,,3,14,,,,9,1,1,,,1,5,4,4,5,3,2,5,3,1,1,,1,1,,1,3,3,5,2,5,3,2
LC2016R1_000399,20211117,1.8086303,1,50,3,1,1,1,1,1,1,7,1,1,,,,,7,1,1,,,1,4,3,3,4,2,2,4,3,2,2,,2,2,,1,3,3,5,2,4,2,2
LC2016R1_000400,20211117,2.0107130,2,0,1,1,1,8886,8886,2,2,,,3,5,2,,,5,1,1,,,1,2,1,1,2,1,1,5,3,2,2,,3,1,,1,2,2,2,1,4,2,2
LC2016R1_000401,20211117,0.7760225,1,50,3,1,1,1,1,2,1,9,1,1,,,,,9,1,2,60,5,2,7,6,5,6,3,3,1,1,6,6,,4,3,,1,2,2,4,2,3,1,2
LC2016R1_000402,20211117,0.7566150,1,20,2,1,1,8886,8886,2,2,,,3,8,,,,4,1,2,40,4,2,6,5,5,6,3,3,3,2,6,6,,8886,8886,,1,3,3,3,1,4,2,2
LC2016R1_000403,20211117,1.1178848,2,0,1,1,1,4,3,1,1,8885,2,2,1,,,,2,1,1,,,1,5,4,4,5,3,2,5,3,1,1,,1,1,,1,3,3,1,2,2,1,2
LC2016R1_000404,20211117,1.4150696,2,50,3,1,1,1,1,1,1,8886,2,2,5,2,,,5,1,1,,,1,3,2,2,3,2,2,4,3,2,2,,2,2,,2,1,1,2,2,4,2,2
LC2016R1_000405,20211117,0.4814544,1,100,5,1,1,1,1,1,1,3,1,1,,,,,3,2,1,,,1,6,5,5,6,3,3,2,2,6,6,,4,3,,2,1,1,2,2,3,1,2
LC2016R1_000406,20211117,1.2057757,1,0,1,1,1,4,3,1,1,7,1,1,,,,,7,2,1,,,1,5,4,4,5,3,2,5,3,1,1,,3,1,,2,4,3,5,1,3,1,2
LC2016R1_000407,20211117,1.4537968,1,-99,-99,1,1,2,1,2,2,,,3,3,,,,1,2,4,20,3,8881,3,2,2,3,2,2,5,3,1,1,,8886,8886,,2,1,1,1,1,3,1,2
LC2016R1_000408,20211117,0.8418811,1,60,4,1,1,1,1,1,1,9,1,1,,,,,9,2,-99,50,4,-99,6,5,5,6,3,3,2,2,5,5,,2,2,,1,3,3,5,2,2,1,2
LC2016R1_000409,20211117,0.7520120,1,30,2,1,1,2,1,1,2,,,3,11,,,,10,2,2,72,5,2,7,6,5,6,3,3,3,2,6,6,,4,3,,1,3,3,4,1,3,1,2
LC2016R1_000410,20211117,1.1869964,1,50,3,1,1,2,1,2,1,8,1,1,,,,,8,2,2,35,3,2,4,3,3,4,2,2,3,2,7,6,,4,3,,2,1,1,5,1,5,3,2
LC2016R1_000411,20211117,1.0239150,2,0,1,1,1,2,1,2,2,,,3,17,,,,9,1,1,,,1,5,4,4,5,3,2,3,2,1,1,,3,1,,2,1,1,5,1,4,2,2
LC2016R1_000412,20211117,0.7622419,1,95,4,1,1,1,1,2,2,,,3,12,,,,6,1,2,43,4,2,7,6,5,6,3,3,2,2,6,6,,8886,8886,,2,1,1,4,2,5,3,1
LC2016R1_000413,20211117,1.1310532,1,0,1,1,1,8886,8886,2,1,9,1,1,,,,,9,2,1,,,1,3,2,2,3,2,2,3,2,5,5,,8886,8886,,2,1,1,5,2,5,3,2
LC2016R1_000414,20211117,0.7266862,1,75,4,1,1,2,1,1,1,8885,2,2,3,,,,1,2,2,65,5,2,7,6,5,6,3,3,3,2,6,6,,2,2,,-99,-99,-99,1,2,-99,-99,-99
LC2016R1_000415,20211117,1.3328324,1,40,2,1,1,1,1,2,2,,,3,3,,,,1,2,1,,,1,5,4,4,5,3,2,3,2,5,5,,2,2,,1,3,3,1,1,5,3,2
LC2016R1_000416,20211117,1.0185289,1,0,1,1,1,8888,8888,2,2,,,3,13,,1,,6,2,1,,,1,5,4,4,5,3,2,3,2,6,6,,8886,8886,,1,3,3,4,2,3,1,-99
LC2016R1_000417,20211117,0.6172475,1,80,4,1,1,1,1,2,1,8885,2,2,4,,,,2,2,2,75,5,2,7,6,5,6,3,3,1,1,6,6,,2,2,,2,1,1,1,2,5,3,-99
LC2016R1_000418,20211117,1.0908827,1,0,1,1,1,4,3,2,2,,,3,15,,,,8,1,1,,,1,5,4,4,5,3,2,4,3,6,6,,1,1,,1,3,3,5,2,4,2,1
LC2016R1_000419,20211117,0.6172475,1,100,5,1,1,3,3,2,2,,,3,18,,,,2,2,1,,,1,7,6,5,6,3,3,1,1,6,6,,8888,8888,,1,3,3,5,3,-99,-99,2
LC2016R1_000420,20211117,0.6038438,1,0,1,1,1,8886,8886,2,2,,,3,13,,8888,,-99,2,2,8888,8888,2,7,6,5,6,3,3,5,3,6,6,,1,1,,1,3,3,4,3,8888,8888,2
LC2016R1_000421,20211117,0.8860508,2,0,1,1,1,2,1,1,1,4,1,1,,,,,4,1,1,,,1,5,4,4,5,3,2,4,3,2,2,,1,1,,1,3,3,3,2,4,2,2
LC2016R1_000422,20211117,0.4000000,1,100,5,1,1,8888,8888,1,2,,,3,6,,,,3,2,8881,65,5,8881,7,6,5,6,3,3,2,2,6,6,,8888,8888,,2,1,1,2,3,5,3,2
LC2016R1_000423,20211117,1.2163775,1,0,1,1,1,4,3,1,1,8885,2,2,1,,,,2,2,1,,,1,4,3,3,4,2,2,5,3,2,2,,8886,8886,,2,1,1,1,2,5,3,2
LC2016R1_000424,20211117,0.4814544,1,60,4,1,1,8886,8886,1,1,3,1,1,,,,,3,2,1,,,1,6,5,5,6,3,3,1,1,6,6,,4,3,,2,1,1,2,1,4,2,2
LC2016R1_000425,20211117,0.6371471,1,60,4,1,1,2,1,2,2,,,3,5,1,,,3,2,2,8888,8888,2,4,3,3,4,2,2,5,3,2,2,,8886,8886,,2,3,3,2,2,3,1,2
LC2016R1_000426,20211117,0.7622419,1,50,3,1,1,2,1,2,1,8885,2,2,13,,1,,6,1,2,42,4,2,7,6,5,6,3,3,4,3,6,6,,4,3,,1,3,3,4,2,4,2,2
LC2016R1_000427,20211117,0.7622419,1,0,1,1,1,3,3,2,2,,,3,13,,1,,6,1,2,50,4,2,7,6,5,6,3,3,4,3,6,6,,1,1,,2,1,1,4,2,4,2,2
LC2016R1_000428,20211117,1.1141285,1,50,3,1,1,1,1,1,2,,,3,17,,,,9,2,2,25,3,2,4,3,3,4,2,2,2,2,5,5,,8886,8886,,2,1,1,5,2,4,2,2
LC2016R1_000429,20211117,1.0821101,1,7,2,1,1,1,1,1,1,1,1,1,,,,,1,2,1,,,1,6,5,5,6,3,3,5,3,6,6,,4,3,,1,3,3,1,1,3,1,2
LC2016R1_000430,20211117,0.9023727,1,0,1,1,1,3,3,1,2,,,3,10,,,,7,1,1,,,1,7,6,5,6,3,3,5,3,6,6,,4,3,,2,3,3,4,2,3,1,2
LC2016R1_000431,20211117,0.8418811,1,100,5,1,2,1,1,1,1,8885,2,2,14,,,,9,2,4,66,5,8881,6,5,5,6,3,3,5,3,6,6,,2,2,,1,3,3,5,1,3,1,2
LC2016R1_000432,20211117,1.5303809,1,80,4,1,1,1,1,2,2,,,3,9,,,,5,2,1,,,1,5,4,4,5,3,2,3,2,5,5,,2,2,,1,3,3,3,2,2,1,2
LC2016R1_000433,20211117,0.9641175,1,60,4,1,1,1,1,2,2,,,3,8,,,,4,2,1,,,1,4,3,3,4,2,2,1,1,3,3,,2,2,,1,2,2,3,2,4,2,2
LC2016R1_000434,20211117,0.8418811,1,40,2,1,1,8886,8886,1,2,,,3,14,,,,9,2,1,,,1,6,5,5,6,3,3,1,1,6,6,,1,1,,1,3,3,5,2,5,3,2
LC2016R1_000435,20211117,0.7517346,1,0,1,1,1,4,3,1,1,8885,2,2,6,,,,3,2,1,,,1,2,1,1,2,1,1,3,2,1,1,,1,1,,2,1,1,2,1,5,3,1
LC2016R1_000436,20211117,1.1075243,2,60,4,1,2,3,3,2,2,,,3,-99,,,,-99,2,2,10,2,2,5,4,4,5,3,2,2,2,5,5,,8886,8886,,2,3,3,2,2,5,3,2
LC2016R1_000437,20211117,0.6574124,1,0,1,1,1,4,3,1,1,8885,2,2,10,,,,7,2,2,39,3,2,7,6,5,6,3,3,2,2,6,6,,1,1,,1,2,2,4,3,5,3,1
LC2016R1_000438,20211117,0.5653615,1,50,3,1,1,8886,8886,2,2,,,3,17,,,,9,2,1,,,1,7,6,5,6,3,3,1,1,6,6,,4,3,,2,1,1,5,2,4,2,2
LC2016R1_000439,20211117,1.0322214,1,70,4,1,1,1,1,1,1,10,1,1,,,,,10,1,2,70,5,2,7,6,5,6,3,3,3,2,6,6,,1,1,,1,2,2,4,2,2,1,2
LC2016R1_000440,20211117,1.3328324,1,40,2,1,1,4,3,2,2,,,3,3,,,,1,2,1,,,1,5,4,4,5,3,2,5,3,1,1,,4,3,,2,3,3,1,2,3,1,2
LC2016R1_000441,20211117,1.4004715,1,65,4,1,1,2,1,2,2,,,3,15,,,,8,2,1,,,1,2,1,1,2,1,1,3,2,7,6,,8886,8886,,2,1,1,5,1,5,3,1
LC2016R1_000442,20211117,0.7622419,1,50,3,1,1,1,1,2,2,,,3,13,,1,,6,1,1,,,1,7,6,5,6,3,3,1,1,6,6,,8888,8888,,2,1,1,4,2,5,3,2
LC2016R1_000443,20211117,0.4437912,2,50,3,1,1,8888,8888,-99,1,3,1,1,,,,,3,1,2,50,4,2,7,6,5,6,3,3,2,2,6,6,,2,2,,2,1,1,2,2,5,3,1
LC2016R1_000444,20211117,1.5303809,1,40,2,1,1,2,1,1,1,8885,2,2,5,2,,,5,2,1,,,1,5,4,4,5,3,2,3,2,3,3,,2,2,,2,1,1,2,2,3,1,2
LC2016R1_000445,20211117,0.5653615,1,100,5,1,1,1,1,2,1,9,1,1,,,,,9,2,5,40,4,8881,7,6,5,6,3,3,5,3,6,6,,4,3,,1,3,3,5,2,3,1,-99
LC2016R1_000446,20211117,0.8894930,1,0,1,1,1,2,1,2,2,,,3,6,,,,3,1,1,,,1,4,3,3,4,2,2,2,2,7,6,,4,3,,1,3,3,2,1,4,2,2
LC2016R1_000447,20211117,1.1047626,1,30,2,1,1,1,1,1,1,8885,2,2,15,,,,8,2,1,,,1,5,4,4,5,3,2,3,2,5,5,,8886,8886,,1,3,3,5,2,3,1,2
LC2016R1_000448,20211117,1.3160871,1,100,5,1,1,1,1,2,1,1,1,1,,,,,1,1,1,,,1,5,4,4,5,3,2,2,2,6,6,,8886,8886,,1,3,3,1,2,5,3,2
LC2016R1_000449,20211117,0.7266862,1,50,3,1,1,1,1,2,1,1,1,1,,,,,1,2,1,,,1,7,6,5,6,3,3,1,1,6,6,,8888,8888,,2,1,1,1,1,5,3,-99
LC2016R1_000450,20211117,0.8269310,1,6,2,1,1,1,1,1,1,8886,2,2,13,,1,,6,2,2,45,4,2,6,5,5,6,3,3,3,2,5,5,,4,3,,1,3,3,4,2,4,2,2
LC2016R1_000451,20211117,0.5000169,2,100,5,1,1,2,1,2,1,8885,2,2,6,,,,3,1,2,56,4,2,6,5,5,6,3,3,2,2,6,6,,1,1,,2,1,1,2,1,8888,8888,2
LC2016R1_000452,20211117,0.8969431,1,50,3,1,1,8886,8886,2,2,,,3,16,,,1,8,2,4,30,3,8881,6,5,5,6,3,3,2,2,5,5,,8886,8886,,1,3,3,5,2,2,1,-99
LC2016R1_000453,20211117,1.4150696,2,58,4,1,1,1,1,1,1,5,1,1,,,,,5,1,2,31,3,2,3,2,2,3,2,2,5,3,1,1,,2,2,,2,1,1,5,2,4,2,2
LC2016R1_000454,20211117,1.5553858,2,0,1,1,1,1,1,1,1,8885,2,2,14,,,,9,1,1,,,1,4,3,3,4,2,2,5,3,1,1,,4,3,,2,3,3,5,2,3,1,-99
LC2016R1_000455,20211117,0.5000169,1,0,1,1,1,4,3,2,1,3,1,1,,,,,3,1,5,47,4,8881,6,5,5,6,3,3,3,2,1,1,,1,1,,1,3,3,2,2,3,1,1
LC2016R1_000456,20211117,0.6023381,1,70,4,1,1,1,1,1,2,,,3,16,,,1,8,2,2,43,4,2,7,6,5,6,3,3,4,3,6,6,,2,2,,1,3,3,5,3,3,1,1
LC2016R1_000457,20211117,0.5000169,1,0,1,1,2,4,3,2,2,,,3,6,,,,3,1,1,,,1,6,5,5,6,3,3,3,2,6,6,,8886,8886,,2,1,1,2,1,5,3,2
LC2016R1_000458,20211117,1.2050280,2,4,2,1,1,8886,8886,2,2,,,3,15,,,,8,2,1,,,1,3,2,2,3,2,2,5,3,2,2,,1,1,,1,2,2,5,1,4,2,2
LC2016R1_000459,20211117,0.5855559,1,0,1,1,1,4,3,2,2,,,3,6,,,,3,1,1,,,1,5,4,4,5,3,2,1,1,3,3,,3,1,,2,1,1,2,2,5,3,2
LC2016R1_000460,20211117,0.8343935,1,50,3,1,1,2,1,2,2,,,3,5,2,,,5,2,1,,,1,7,6,5,6,3,3,3,2,5,5,,8886,8886,,2,3,3,2,3,3,1,2
LC2016R1_000461,20211117,1.1869964,1,0,1,1,1,4,3,2,2,,,3,16,,,1,8,2,1,,,1,4,3,3,4,2,2,5,3,5,5,,1,1,,1,3,3,5,2,4,2,2
LC2016R1_000462,20211117,0.5553218,1,80,4,1,1,1,1,1,1,6,1,1,,,,,6,2,2,50,4,2,7,6,5,6,3,3,3,2,6,6,,2,2,,1,2,2,4,3,5,3,2
LC2016R1_000463,20211117,1.5303809,1,10,2,1,1,8886,8886,1,2,,,3,9,,,,5,2,2,30,3,2,5,4,4,5,3,2,2,2,5,5,,2,2,,1,3,3,3,2,5,3,2
LC2016R1_000464,20211117,0.6371471,1,0,1,1,1,8886,8886,1,1,3,1,1,,,,,3,2,1,,,1,4,3,3,4,2,2,2,2,5,5,,8886,8886,,2,1,1,2,-99,4,2,2
LC2016R1_000465,20211117,1.1789627,1,10,2,1,1,4,3,2,1,4,1,1,,,,,4,1,1,,,1,2,1,1,2,1,1,5,3,4,4,,1,1,,1,2,2,3,1,3,1,2
LC2016R1_000466,20211117,0.4437912,1,0,1,1,1,1,1,1,1,3,1,1,,,,,3,1,1,,,1,7,6,5,6,3,3,3,2,6,6,,2,2,,2,1,1,2,2,4,2,2
LC2016R1_000467,20211117,1.6895881,1,0,1,1,1,8886,8886,1,1,1,1,1,,,,,1,2,4,8888,8888,8881,2,1,1,2,1,1,5,3,1,1,,3,1,,2,1,1,1,1,5,3,2
LC2016R1_000468,20211117,0.9545823,1,0,1,1,1,2,1,1,1,2,1,1,,,,,2,1,1,,,1,6,5,5,6,3,3,4,3,6,6,,3,1,,1,3,3,1,2,4,2,2
LC2016R1_000469,20211117,1.1198229,1,8888,8888,1,1,2,1,2,2,,,3,11,,,,10,2,2,20,3,2,6,5,5,6,3,3,1,1,5,5,,8886,8886,,2,1,1,4,3,8888,8888,-99
LC2016R1_000470,20211117,0.8472419,1,50,3,1,1,1,1,2,1,8885,2,2,4,,,,2,1,1,,,1,7,6,5,6,3,3,1,1,6,6,,2,2,,1,-99,-99,1,2,5,3,2
LC2016R1_000471,20211117,0.9191447,1,50,3,1,1,1,1,2,1,8885,2,2,18,,,,2,2,2,48,4,2,6,5,5,6,3,3,2,2,6,6,,4,3,,1,3,3,5,2,3,1,2
LC2016R1_000472,20211117,0.4000000,1,80,4,1,1,1,1,2,1,8885,2,2,6,,,,3,2,2,63,5,2,7,6,5,6,3,3,1,1,6,6,,2,2,,1,2,2,2,3,3,1,2
LC2016R1_000473,20211117,0.4000000,1,50,3,1,1,4,3,1,2,,,3,6,,,,3,2,1,,,1,7,6,5,6,3,3,1,1,6,6,,8886,8886,,1,3,3,2,3,4,2,-99
LC2016R1_000474,20211117,1.1869964,1,0,1,1,1,4,3,1,1,8885,2,2,15,,,,8,2,1,,,1,4,3,3,4,2,2,3,2,5,5,,8886,8886,,1,3,3,5,2,4,2,2
LC2016R1_000475,20211117,1.1899636,1,2,2,1,1,2,1,2,2,,,3,-99,,,,-99,2,1,,,1,4,3,3,4,2,2,5,3,5,5,,2,2,,1,3,3,-99,2,5,3,2
LC2016R1_000476,20211117,0.5653615,1,80,4,1,1,2,1,1,1,8885,2,2,17,,,,9,2,2,8888,8888,2,7,6,5,6,3,3,1,1,6,6,,8886,8886,,2,1,1,5,3,3,1,-99
LC2016R1_000477,20211117,1.0943439,2,-99,-99,1,1,8886,8886,2,1,8885,2,2,12,,,,6,2,1,,,1,4,3,3,4,2,2,3,2,2,2,,8886,8886,,1,3,3,4,2,5,3,2
LC2016R1_000478,20211117,0.6468260,1,70,4,1,2,1,1,2,1,8885,2,2,6,,,,3,2,2,12,2,2,3,2,2,3,2,2,3,2,1,1,,2,2,,2,1,1,2,2,4,2,2
LC2016R1_000479,20211117,1.2904018,1,0,1,1,1,8888,8888,2,2,,,3,5,2,,,5,1,1,,,1,6,5,5,6,3,3,5,3,1,1,,1,1,,1,2,2,2,2,4,2,2
LC2016R1_000480,20211117,1.0821101,1,70,4,1,1,2,1,1,1,1,1,1,,,,,1,2,1,,,1,6,5,5,6,3,3,3,2,6,6,,2,2,,1,3,3,1,2,3,1,2
LC2016R1_000481,20211117,0.4000000,1,95,4,1,1,2,1,2,1,8885,2,2,6,,,,3,2,2,39,3,2,7,6,5,6,3,3,1,1,5,5,,1,1,,1,3,3,2,3,5,3,-99
LC2016R1_000482,20211117,0.6715355,1,80,4,1,2,2,1,2,1,-99,-99,-99,7,,,,4,1,2,50,4,2,7,6,5,6,3,3,5,3,6,6,,8886,8886,,1,3,3,3,2,2,1,2
LC2016R1_000483,20211117,1.2424973,1,60,4,1,1,2,1,2,1,8885,2,2,5,2,,,5,2,1,,,1,6,5,5,6,3,3,2,2,6,6,,2,2,,1,2,2,2,2,5,3,2
LC2016R1_000484,20211117,1.1198229,1,0,1,1,1,4,3,2,2,,,3,11,,,,10,2,1,,,1,6,5,5,6,3,3,3,2,6,6,,1,1,,1,3,3,4,2,3,1,2
LC2016R1_000485,20211117,1.3328324,2,30,2,1,1,4,3,2,2,,,3,3,,,,1,2,1,,,1,5,4,4,5,3,2,3,2,2,2,,3,1,,2,1,1,1,2,5,3,2
LC2016R1_000486,20211117,0.5653615,1,60,4,1,1,2,1,2,2,,,3,14,,,,9,2,2,40,4,2,7,6,5,6,3,3,1,1,6,6,,8888,8888,,2,1,1,5,3,4,2,2
LC2016R1_000487,20211117,0.6371471,1,50,3,1,1,8886,8886,2,1,3,1,1,,,,,3,2,2,30,3,2,4,3,3,4,2,2,2,2,5,5,,8886,8886,,2,1,1,2,2,3,1,2
LC2016R1_000488,20211117,0.7760225,1,75,4,1,1,1,1,1,1,8885,2,2,17,,,,9,1,2,63,5,2,7,6,5,6,3,3,2,2,6,6,,4,3,,2,1,1,5,2,4,2,1
LC2016R1_000489,20211117,0.7760225,1,80,4,1,1,3,3,2,2,,,3,14,,,,9,1,1,,,1,7,6,5,6,3,3,5,3,6,6,,4,3,,2,3,3,5,2,3,1,2
LC2016R1_000490,20211117,0.4892388,1,88,4,1,1,3,3,2,1,4,1,1,,,,,4,2,1,,,1,7,6,5,6,3,3,5,3,6,6,,8888,8888,,1,3,3,3,1,2,1,2
LC2016R1_000491,20211117,0.7622419,2,0,1,1,1,4,3,2,2,,,3,12,,,,6,1,1,,,1,7,6,5,6,3,3,1,1,6,6,,1,1,,1,2,2,4,2,3,1,2
LC2016R1_000492,20211117,1.0166979,1,60,4,1,1,8886,8886,1,1,8885,2,2,16,,,2,7,1,1,,,1,6,5,5,6,3,3,4,3,6,6,,2,2,,1,2,2,5,2,3,1,-99
LC2016R1_000493,20211117,0.7760225,1,90,4,1,1,1,1,1,1,8885,2,2,17,,,,9,1,1,,,1,7,6,5,6,3,3,1,1,6,6,,2,2,,1,2,2,5,2,3,1,2
LC2016R1_000494,20211117,0.9588112,2,0,1,1,1,4,3,1,1,8886,2,2,17,,,,9,1,1,,,1,3,2,2,3,2,2,5,3,1,1,,3,1,,2,1,1,5,1,4,2,-99
LC2016R1_000495,20211117,0.6023381,1,65,4,1,1,8886,8886,2,1,8,1,1,,,,,8,2,-99,50,4,-99,7,6,5,6,3,3,2,2,6,6,,8886,8886,,1,3,3,5,2,5,3,2
LC2016R1_000496,20211117,0.6172475,1,100,5,1,1,2,1,1,1,8885,2,2,1,,,,2,2,2,64,5,2,7,6,5,6,3,3,2,2,6,6,,2,2,,1,3,3,1,3,4,2,2
LC2016R1_000497,20211117,0.9070334,2,60,4,1,1,1,1,1,1,6,1,1,,,,,6,1,1,,,1,-99,-99,-99,-99,-99,-99,-99,-99,6,6,,8886,8886,,-99,4,3,4,2,5,3,-99
LC2016R1_000498,20211117,0.7266862,1,50,3,1,1,2,1,2,2,,,3,3,,,,1,2,2,60,5,2,7,6,5,6,3,3,1,1,6,6,,8886,8886,,1,2,2,1,3,5,3,2
LC2016R1_000499,20211117,0.8969431,1,49,2,1,1,8886,8886,1,1,8,1,1,,,,,8,2,1,,,1,6,5,5,6,3,3,2,2,5,5,,4,3,,2,1,1,5,-99,5,3,2
LC2016R1_000500,20211117,1.0468060,2,0,1,1,1,4,3,2,1,8885,2,2,18,,,,2,1,2,23,3,2,3,2,2,3,2,2,5,3,2,2,,1,1,,2,-99,-99,5,1,4,2,2
LC2016R1_000501,20211117,1.2753567,1,0,1,1,1,3,3,2,1,10,1,1,,,,,10,1,1,,,1,3,2,2,3,2,2,5,3,1,1,,1,1,,1,1,1,4,1,3,1,2
LC2016R1_000502,20211117,1.0821101,1,10,2,1,1,8886,8886,2,2,,,3,3,,,,1,2,1,,,1,6,5,5,6,3,3,1,1,5,5,,8886,8886,,2,1,1,1,2,5,3,2
LC2016R1_000503,20211117,0.8269310,1,60,4,1,1,1,1,1,1,8885,2,2,12,,,,6,2,2,25,3,2,6,5,5,6,3,3,2,2,3,3,,4,3,,2,1,1,4,2,3,1,2
LC2016R1_000504,20211117,0.6023381,1,0,1,1,1,8886,8886,2,1,8,1,1,,,,,8,2,5,50,4,8881,7,6,5,6,3,3,2,2,5,5,,1,1,,2,1,1,5,2,8888,8888,-99
LC2016R1_000505,20211117,0.8267770,1,50,3,1,1,1,1,2,2,,,3,15,,,,8,1,2,70,5,2,7,6,5,6,3,3,1,1,6,6,,2,2,,1,2,2,5,2,5,3,1
LC2016R1_000506,20211117,0.6038438,1,8888,8888,1,1,1,1,2,1,8885,2,2,5,8888,,,-99,2,2,25,3,2,7,6,5,6,3,3,1,1,6,6,,8888,8888,,2,1,1,2,3,5,3,-99
LC2016R1_000507,20211117,1.5111537,1,30,2,1,1,1,1,2,1,8885,2,2,9,,,,5,1,1,,,1,5,4,4,5,3,2,4,3,6,6,,2,2,,1,3,3,3,2,3,1,2
LC2016R1_000508,20211117,0.9641175,1,70,4,1,1,1,1,2,2,,,3,7,,,,4,2,2,16,2,2,4,3,3,4,2,2,1,1,5,5,,8886,8886,,2,1,1,3,2,4,2,2
LC2016R1_000509,20211117,0.8588133,1,0,1,1,2,2,1,2,1,8885,2,2,12,,,,6,1,1,,,1,6,5,5,6,3,3,3,2,2,2,,4,3,,1,2,2,4,2,4,2,2
LC2016R1_000510,20211117,0.6038438,1,0,1,1,1,4,3,2,2,,,3,13,,8888,,-99,2,2,67,5,2,7,6,5,6,3,3,1,1,6,6,,1,1,,1,2,2,4,3,8888,8888,2
LC2016R1_000511,20211117,1.0166979,1,90,4,1,1,2,1,1,1,8885,2,2,10,,,,7,1,2,42,4,2,6,5,5,6,3,3,1,1,7,6,,2,2,,2,1,1,4,2,-99,-99,2
LC2016R1_000512,20211117,0.7791298,2,0,1,1,1,4,3,2,1,3,1,1,,,,,3,1,1,,,1,2,1,1,2,1,1,3,2,2,2,,3,1,,1,3,3,2,2,4,2,1
LC2016R1_000513,20211117,1.1321082,1,100,5,1,1,1,1,1,2,,,3,4,,,,2,2,1,,,1,5,4,4,5,3,2,3,2,2,2,,4,3,,1,1,1,1,3,5,3,2
LC2016R1_000514,20211117,0.8269310,1,0,1,1,1,4,3,2,2,,,3,13,,1,,6,2,2,48,4,2,6,5,5,6,3,3,2,2,6,6,,4,3,,2,1,1,4,2,4,2,2
LC2016R1_000515,20211117,0.9974588,2,20,2,1,1,8886,8886,2,2,,,3,3,,,,1,1,5,70,5,8881,7,6,5,6,3,3,4,3,1,1,,1,1,,1,3,3,1,2,3,1,2
LC2016R1_000516,20211117,0.7285267,1,40,2,1,1,1,1,2,2,,,3,8,,,,4,2,1,,,1,6,5,5,6,3,3,5,3,6,6,,2,2,,1,3,3,3,2,3,1,1
LC2016R1_000517,20211117,0.8269310,1,0,1,1,1,3,3,1,1,8885,2,2,13,,1,,6,2,1,,,1,6,5,5,6,3,3,2,2,6,6,,4,3,,1,1,1,4,2,3,1,2
LC2016R1_000518,20211117,1.1109680,1,0,1,1,1,4,3,2,2,,,3,13,,1,,6,2,1,,,1,3,2,2,3,2,2,2,2,5,5,,4,3,,2,2,2,4,1,5,3,2
LC2016R1_000519,20211117,0.8418811,1,0,1,1,1,4,3,1,1,8885,2,2,14,,,,9,2,2,50,4,2,6,5,5,6,3,3,1,1,6,6,,8886,8886,,2,1,1,5,2,3,1,2
LC2016R1_000520,20211117,1.1629976,1,0,1,1,1,8886,8886,2,2,,,3,11,,,,10,1,1,,,1,6,5,5,6,3,3,3,2,6,6,,1,1,,1,2,2,4,2,5,3,2
LC2016R1_000521,20211117,0.8297128,2,0,1,1,1,4,3,2,2,,,3,8,,,,4,1,1,,,1,3,2,2,3,2,2,5,3,1,1,,1,1,,1,2,2,3,1,5,3,2
